Country,Date,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalTests,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,Active Cases/1M pop
Djibouti,2023-03-06,15690,0,189.0,0.0,15427.0,0,74.0,0,305941.0,1016097,Africa,65,"5,376",3.0,73.0
Dominican Republic,2023-03-02,660705,0,4384.0,0.0,644789.0,0,11532.0,4,3740928.0,11056370,North America,17,"2,522",3.0,1043.0
Dominican Republic,2023-03-03,660705,0,4384.0,0.0,644789.0,0,11532.0,4,3740928.0,11056370,North America,17,"2,522",3.0,1043.0
Dominican Republic,2023-03-04,660705,0,4384.0,0.0,644789.0,0,11532.0,4,3740928.0,11056370,North America,17,"2,522",3.0,1043.0
Dominican Republic,2023-03-05,660705,0,4384.0,0.0,644789.0,0,11532.0,4,3740928.0,11056370,North America,17,"2,522",3.0,1043.0
Dominican Republic,2023-03-06,660705,0,4384.0,0.0,644789.0,0,11532.0,4,3740928.0,11056370,North America,17,"2,522",3.0,1043.0
Ecuador,2023-03-02,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,503,6.0,30.0
Ecuador,2023-03-03,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,503,6.0,30.0
Ecuador,2023-03-04,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,503,6.0,30.0
Ecuador,2023-03-05,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,503,6.0,30.0
Ecuador,2023-03-06,1057121,0,36014.0,0.0,1020564.0,0,543.0,759,3082403.0,18113361,South America,17,503,6.0,30.0
Egypt,2023-03-02,515698,0,24613.0,0.0,442147.0,0,48938.0,122,3693367.0,106156692,Africa,206,"4,313",29.0,461.0
Egypt,2023-03-03,515698,0,24613.0,0.0,442147.0,0,48938.0,122,3693367.0,106156692,Africa,206,"4,313",29.0,461.0
Egypt,2023-03-04,515698,0,24613.0,0.0,442147.0,0,48938.0,122,3693367.0,106156692,Africa,206,"4,313",29.0,461.0
Egypt,2023-03-05,515698,0,24613.0,0.0,442147.0,0,48938.0,122,3693367.0,106156692,Africa,206,"4,313",29.0,461.0
Egypt,2023-03-06,515698,0,24613.0,0.0,442147.0,0,48938.0,122,3693367.0,106156692,Africa,206,"4,313",29.0,461.0
El Salvador,2023-03-02,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,"1,549",3.0,2770.0
El Salvador,2023-03-03,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,"1,549",3.0,2770.0
El Salvador,2023-03-04,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,"1,549",3.0,2770.0
El Salvador,2023-03-05,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,"1,549",3.0,2770.0
El Salvador,2023-03-06,201785,0,4230.0,0.0,179410.0,0,18145.0,8,2610114.0,6550389,North America,32,"1,549",3.0,2770.0
Equatorial Guinea,2023-03-02,17229,0,183.0,0.0,16907.0,0,139.0,5,365697.0,1496662,Africa,87,"8,178",4.0,93.0
Equatorial Guinea,2023-03-03,17229,0,183.0,0.0,16907.0,0,139.0,5,365697.0,1496662,Africa,87,"8,178",4.0,93.0
Equatorial Guinea,2023-03-04,17229,0,183.0,0.0,16907.0,0,139.0,5,365697.0,1496662,Africa,87,"8,178",4.0,93.0
Equatorial Guinea,2023-03-05,17229,0,183.0,0.0,16907.0,0,139.0,5,365697.0,1496662,Africa,87,"8,178",4.0,93.0
Equatorial Guinea,2023-03-06,17229,0,183.0,0.0,16907.0,0,139.0,5,365697.0,1496662,Africa,87,"8,178",4.0,93.0
Eritrea,2023-03-02,10189,0,103.0,0.0,10086.0,0,0.0,0,23693.0,3662244,Africa,359,"35,556",155.0,0.0
Eritrea,2023-03-03,10189,0,103.0,0.0,10086.0,0,0.0,0,23693.0,3662244,Africa,359,"35,556",155.0,0.0
Eritrea,2023-03-04,10189,0,103.0,0.0,10086.0,0,0.0,0,23693.0,3662244,Africa,359,"35,556",155.0,0.0
Eritrea,2023-03-05,10189,0,103.0,0.0,10086.0,0,0.0,0,23693.0,3662244,Africa,359,"35,556",155.0,0.0
Eritrea,2023-03-06,10189,0,103.0,0.0,10086.0,0,0.0,0,23693.0,3662244,Africa,359,"35,556",155.0,0.0
Estonia,2023-03-02,615119,0,2940.0,0.0,524990.0,0,87189.0,3,3675293.0,1321910,Europe,2,450,0.0,65957.0
Estonia,2023-03-03,615119,0,2940.0,0.0,524990.0,0,87189.0,3,3675293.0,1321910,Europe,2,450,0.0,65957.0
Estonia,2023-03-04,615119,0,2940.0,0.0,524990.0,0,87189.0,3,3675293.0,1321910,Europe,2,450,0.0,65957.0
Estonia,2023-03-05,615119,0,2940.0,0.0,524990.0,0,87189.0,3,3675293.0,1321910,Europe,2,450,0.0,65957.0
Estonia,2023-03-06,615119,0,2940.0,0.0,524990.0,0,87189.0,3,3675293.0,1321910,Europe,2,450,0.0,65957.0
Eswatini,2023-03-02,74199,0,1423.0,0.0,72726.0,0,50.0,0,1048704.0,1184817,Africa,16,833,1.0,42.0
Eswatini,2023-03-03,74199,0,1423.0,0.0,72726.0,0,50.0,0,1048704.0,1184817,Africa,16,833,1.0,42.0
Eswatini,2023-03-04,74199,0,1423.0,0.0,72726.0,0,50.0,0,1048704.0,1184817,Africa,16,833,1.0,42.0
Eswatini,2023-03-05,74267,68,1425.0,2.0,72795.0,69,47.0,0,1048704.0,1184817,Africa,16,831,1.0,40.0
Eswatini,2023-03-06,74267,0,1425.0,0.0,72795.0,0,47.0,0,1048704.0,1184817,Africa,16,831,1.0,40.0
Ethiopia,2023-03-02,500014,28,7572.0,0.0,487247.0,27,5195.0,1,5491134.0,120812698,Africa,242,"15,955",22.0,43.0
Ethiopia,2023-03-03,500031,17,7572.0,0.0,487264.0,14,5195.0,1,5492111.0,120812698,Africa,242,"15,955",22.0,43.0
Ethiopia,2023-03-04,500039,8,7572.0,0.0,487272.0,6,5195.0,1,5493115.0,120812698,Africa,242,"15,955",22.0,43.0
Ethiopia,2023-03-05,500050,11,7572.0,0.0,487283.0,8,5195.0,1,5493535.0,120812698,Africa,242,"15,955",22.0,43.0
Ethiopia,2023-03-06,500050,0,7572.0,0.0,487283.0,0,5195.0,1,5493535.0,120812698,Africa,242,"15,955",22.0,43.0
Finland,2023-03-02,1462976,2,8936.0,0.0,1451957.0,92,2083.0,21,12047792.0,5554960,Europe,4,622,0.0,375.0
Finland,2023-03-03,1462976,0,8936.0,0.0,1451929.0,0,2111.0,21,12047792.0,5554960,Europe,4,622,0.0,380.0
Finland,2023-03-04,1462976,0,8936.0,0.0,1452068.0,140,1972.0,21,12047792.0,5554960,Europe,4,622,0.0,355.0
Finland,2023-03-05,1462976,0,8936.0,0.0,1452168.0,97,1872.0,21,12047792.0,5554960,Europe,4,622,0.0,337.0
Finland,2023-03-06,1462976,0,8936.0,0.0,1452240.0,72,1800.0,21,12047792.0,5554960,Europe,4,622,0.0,324.0
France,2023-03-02,39630952,4196,165009.0,21.0,39394128.0,3341,71815.0,869,271490188.0,65584518,Europe,2,397,0.0,1095.0
France,2023-03-03,39634146,3194,165030.0,21.0,39397301.0,3166,71815.0,869,271490188.0,65584518,Europe,2,397,0.0,1095.0
France,2023-03-04,39638159,4013,165030.0,0.0,39399740.0,2448,73389.0,869,271490188.0,65584518,Europe,2,397,0.0,1119.0
France,2023-03-05,39638159,0,165030.0,0.0,39399740.0,0,73389.0,869,271490188.0,65584518,Europe,2,397,0.0,1119.0
France,2023-03-06,39638159,0,165030.0,0.0,39400461.0,706,72668.0,869,271490188.0,65584518,Europe,2,397,0.0,1108.0
Gabon,2023-03-02,48981,0,306.0,0.0,48674.0,0,1.0,0,1621909.0,2331533,Africa,48,"7,619",1.0,0.4
Gabon,2023-03-03,48981,0,306.0,0.0,48674.0,0,1.0,0,1621909.0,2331533,Africa,48,"7,619",1.0,0.4
Gabon,2023-03-04,48981,0,306.0,0.0,48674.0,0,1.0,0,1621909.0,2331533,Africa,48,"7,619",1.0,0.4
Gabon,2023-03-05,48981,0,306.0,0.0,48674.0,0,1.0,0,1621909.0,2331533,Africa,48,"7,619",1.0,0.4
Gabon,2023-03-06,48981,0,306.0,0.0,48674.0,0,1.0,0,1621909.0,2331533,Africa,48,"7,619",1.0,0.4
Gambia,2023-03-02,12586,0,372.0,0.0,12188.0,0,26.0,0,155686.0,2558482,Africa,203,"6,878",16.0,10.0
Gambia,2023-03-03,12586,0,372.0,0.0,12188.0,0,26.0,0,155686.0,2558482,Africa,203,"6,878",16.0,10.0
Gambia,2023-03-04,12586,0,372.0,0.0,12188.0,0,26.0,0,155686.0,2558482,Africa,203,"6,878",16.0,10.0
Gambia,2023-03-05,12586,0,372.0,0.0,12188.0,0,26.0,0,155686.0,2558482,Africa,203,"6,878",16.0,10.0
Gambia,2023-03-06,12586,0,372.0,0.0,12188.0,0,26.0,0,155686.0,2558482,Africa,203,"6,878",16.0,10.0
Georgia,2023-03-02,1825598,0,16965.0,0.0,1776550.0,0,32083.0,0,16920079.0,3968738,Asia,2,234,0.0,8084.0
Georgia,2023-03-03,1825598,0,16965.0,0.0,1776550.0,0,32083.0,0,16920079.0,3968738,Asia,2,234,0.0,8084.0
Georgia,2023-03-04,1825598,0,16965.0,0.0,1776550.0,0,32083.0,0,16920079.0,3968738,Asia,2,234,0.0,8084.0
Georgia,2023-03-05,1825598,0,16965.0,0.0,1776550.0,0,32083.0,0,16920079.0,3968738,Asia,2,234,0.0,8084.0
Georgia,2023-03-06,1825598,0,16965.0,0.0,1776550.0,0,32083.0,0,16920079.0,3968738,Asia,2,234,0.0,8084.0
Germany,2023-03-02,38202571,12617,168296.0,121.0,37729610.0,13900,304665.0,0,122332384.0,83883596,Europe,2,498,1.0,3632.0
Germany,2023-03-03,38202571,0,168296.0,0.0,37742780.0,13200,291495.0,0,122332384.0,83883596,Europe,2,498,1.0,3475.0
Germany,2023-03-04,38210850,0,168397.0,0.0,37746679.0,3900,295774.0,0,122332384.0,83883596,Europe,2,498,1.0,3526.0
Germany,2023-03-05,38210850,0,168397.0,0.0,37749783.0,3100,292670.0,0,122332384.0,83883596,Europe,2,498,1.0,3489.0
Germany,2023-03-06,38210850,0,168397.0,0.0,37749783.0,0,292670.0,0,122332384.0,83883596,Europe,2,498,1.0,3489.0
Ghana,2023-03-02,171172,0,1462.0,0.0,169697.0,0,13.0,2,2529956.0,32395450,Africa,189,"22,158",13.0,0.4
Ghana,2023-03-03,171172,0,1462.0,0.0,169697.0,0,13.0,2,2529956.0,32395450,Africa,189,"22,158",13.0,0.4
Ghana,2023-03-04,171172,0,1462.0,0.0,169697.0,0,13.0,2,2529956.0,32395450,Africa,189,"22,158",13.0,0.4
Ghana,2023-03-05,171209,37,1462.0,0.0,169721.0,23,26.0,2,2529956.0,32395450,Africa,189,"22,158",13.0,0.8
Ghana,2023-03-06,171209,0,1462.0,0.0,169721.0,0,26.0,2,2529956.0,32395450,Africa,189,"22,158",13.0,0.8
Greece,2023-03-02,5871458,0,36185.0,0.0,5806582.0,1598,28691.0,115,102228365.0,10316637,Europe,2,285,0.0,2781.0
Greece,2023-03-03,5871458,0,36185.0,0.0,5809089.0,2510,26184.0,115,102228365.0,10316637,Europe,2,285,0.0,2538.0
Greece,2023-03-04,5871458,0,36185.0,0.0,5811710.0,2619,23563.0,115,102228365.0,10316637,Europe,2,285,0.0,2284.0
Greece,2023-03-05,5871458,0,36185.0,0.0,5814320.0,2618,20953.0,115,102228365.0,10316637,Europe,2,285,0.0,2031.0
Greece,2023-03-06,5871458,0,36185.0,0.0,5816940.0,2619,18333.0,115,102228365.0,10316637,Europe,2,285,0.0,1777.0
Guatemala,2023-03-02,1237086,308,20176.0,0.0,1215814.0,354,1096.0,5,6940800.0,18584039,North America,15,921,3.0,59.0
Guatemala,2023-03-03,1237335,249,20177.0,1.0,1216062.0,255,1096.0,5,6948424.0,18584039,North America,15,921,3.0,59.0
Guatemala,2023-03-04,1237335,0,20177.0,0.0,1216062.0,0,1096.0,5,6948424.0,18584039,North America,15,921,3.0,59.0
Guatemala,2023-03-05,1237564,229,20178.0,1.0,1216327.0,259,1059.0,5,6948424.0,18584039,North America,15,921,3.0,57.0
Guatemala,2023-03-06,1237564,0,20178.0,0.0,1216327.0,0,1059.0,5,6948424.0,18584039,North America,15,921,3.0,57.0
Guinea,2023-03-02,38267,0,467.0,0.0,37758.0,0,42.0,8,660107.0,13865691,Africa,362,"29,691",21.0,3.0
Guinea,2023-03-03,38267,0,467.0,0.0,37758.0,0,42.0,8,660107.0,13865691,Africa,362,"29,691",21.0,3.0
Guinea,2023-03-04,38267,0,467.0,0.0,37758.0,0,42.0,8,660107.0,13865691,Africa,362,"29,691",21.0,3.0
Guinea,2023-03-05,38267,0,467.0,0.0,37758.0,0,42.0,8,660107.0,13865691,Africa,362,"29,691",21.0,3.0
Guinea,2023-03-06,38267,0,467.0,0.0,37758.0,0,42.0,8,660107.0,13865691,Africa,362,"29,691",21.0,3.0
Guinea-Bissau,2023-03-02,8960,0,176.0,0.0,8660.0,0,124.0,6,145231.0,2063367,Africa,230,"11,724",14.0,60.0
Guinea-Bissau,2023-03-03,8960,0,176.0,0.0,8660.0,0,124.0,6,145231.0,2063367,Africa,230,"11,724",14.0,60.0
Guinea-Bissau,2023-03-04,8960,0,176.0,0.0,8660.0,0,124.0,6,145231.0,2063367,Africa,230,"11,724",14.0,60.0
Guinea-Bissau,2023-03-05,8960,0,176.0,0.0,8660.0,0,124.0,6,145231.0,2063367,Africa,230,"11,724",14.0,60.0
Guinea-Bissau,2023-03-06,8960,0,176.0,0.0,8660.0,0,124.0,6,145231.0,2063367,Africa,230,"11,724",14.0,60.0
Haiti,2023-03-02,34143,0,860.0,0.0,33049.0,0,234.0,0,132422.0,11680283,North America,342,"13,582",88.0,20.0
Haiti,2023-03-03,34143,0,860.0,0.0,33049.0,0,234.0,0,132422.0,11680283,North America,342,"13,582",88.0,20.0
Haiti,2023-03-04,34202,59,860.0,0.0,33050.0,8,292.0,0,132422.0,11680283,North America,342,"13,582",88.0,25.0
Haiti,2023-03-05,34202,0,860.0,0.0,33050.0,0,292.0,0,132422.0,11680283,North America,342,"13,582",88.0,25.0
Haiti,2023-03-06,34202,0,860.0,0.0,33050.0,0,292.0,0,132422.0,11680283,North America,342,"13,582",88.0,25.0
Honduras,2023-03-02,472116,0,11111.0,0.0,132545.0,0,328460.0,105,1633222.0,10221247,North America,22,920,6.0,32135.0
Honduras,2023-03-03,472219,103,11111.0,0.0,132546.0,0,328562.0,105,1635233.0,10221247,North America,22,920,6.0,32145.0
Honduras,2023-03-04,472219,0,11111.0,0.0,132546.0,0,328562.0,105,1635233.0,10221247,North America,22,920,6.0,32145.0
Honduras,2023-03-05,472219,0,11111.0,0.0,132546.0,0,328562.0,105,1635233.0,10221247,North America,22,920,6.0,32145.0
Honduras,2023-03-06,472219,0,11111.0,0.0,132546.0,0,328562.0,105,1635233.0,10221247,North America,22,920,6.0,32145.0
Hong Kong,2023-03-02,2883528,75,13460.0,0.0,2851149.0,2292,18919.0,28,76127725.0,7604299,Asia,3,565,0.0,2488.0
Hong Kong,2023-03-03,2883613,85,13461.0,1.0,2853544.0,2401,16608.0,28,76127725.0,7604299,Asia,3,565,0.0,2184.0
Hong Kong,2023-03-04,2883655,42,13462.0,1.0,2855882.0,2334,14311.0,28,76127725.0,7604299,Asia,3,565,0.0,1882.0
Hong Kong,2023-03-05,2883700,45,13463.0,1.0,2859363.0,3479,10874.0,28,76127725.0,7604299,Asia,3,565,0.0,1430.0
Hong Kong,2023-03-06,2883700,0,13463.0,0.0,2859363.0,0,10874.0,28,76127725.0,7604299,Asia,3,565,0.0,1430.0
Hungary,2023-03-02,2195926,0,48751.0,0.0,2143188.0,0,3987.0,13,11394556.0,9606259,Europe,4,197,1.0,415.0
Hungary,2023-03-03,2195926,0,48751.0,0.0,2143188.0,0,3987.0,13,11394556.0,9606259,Europe,4,197,1.0,415.0
Hungary,2023-03-04,2195926,0,48751.0,0.0,2143188.0,0,3987.0,13,11394556.0,9606259,Europe,4,197,1.0,415.0
Hungary,2023-03-05,2195926,0,48751.0,0.0,2143188.0,0,3987.0,13,11394556.0,9606259,Europe,4,197,1.0,415.0
Hungary,2023-03-06,2195926,0,48751.0,0.0,2143188.0,0,3987.0,13,11394556.0,9606259,Europe,4,197,1.0,415.0
India,2023-03-02,44687162,283,530772.0,0.0,44153577.0,197,2813.0,0,918891634.0,1406631776,Asia,31,"2,650",2.0,2.0
India,2023-03-03,44687162,0,530772.0,0.0,44153577.0,0,2813.0,0,918891634.0,1406631776,Asia,31,"2,650",2.0,2.0
India,2023-03-04,44687820,324,530775.0,0.0,44154232.0,219,2813.0,0,919095823.0,1406631776,Asia,31,"2,650",2.0,2.0
India,2023-03-05,44687820,0,530775.0,0.0,44154232.0,0,2813.0,0,919095823.0,1406631776,Asia,31,"2,650",2.0,2.0
India,2023-03-06,44687820,0,530775.0,0.0,44154232.0,0,2813.0,0,919095823.0,1406631776,Asia,31,"2,650",2.0,2.0
Indonesia,2023-03-02,6736576,278,160920.0,4.0,6572027.0,253,3629.0,0,114158919.0,279134505,Asia,41,"1,735",2.0,13.0
Indonesia,2023-03-03,6736787,211,160925.0,5.0,6572233.0,234,3629.0,0,114158919.0,279134505,Asia,41,"1,735",2.0,13.0
Indonesia,2023-03-04,6736994,207,160928.0,3.0,6572716.0,277,3350.0,0,114158919.0,279134505,Asia,41,"1,735",2.0,12.0
Indonesia,2023-03-05,6737159,165,160930.0,2.0,6573159.0,576,3070.0,0,114158919.0,279134505,Asia,41,"1,735",2.0,11.0
Indonesia,2023-03-06,6737159,0,160930.0,0.0,6573159.0,0,3070.0,0,114158919.0,279134505,Asia,41,"1,735",2.0,11.0
Iran,2023-03-02,7569261,358,144864.0,6.0,7339492.0,61,84905.0,312,55034937.0,86022837,Asia,11,594,2.0,987.0
Iran,2023-03-03,7569483,222,144867.0,3.0,7339539.0,54,85077.0,312,55034937.0,86022837,Asia,11,594,2.0,989.0
Iran,2023-03-04,7569769,286,144878.0,11.0,7339642.0,69,85249.0,312,55034937.0,86022837,Asia,11,594,2.0,991.0
Iran,2023-03-05,7570232,463,144893.0,15.0,7339746.0,63,85593.0,341,55034937.0,86022837,Asia,11,594,2.0,995.0
Iran,2023-03-06,7570232,0,144893.0,0.0,7339746.0,0,85593.0,341,55034937.0,86022837,Asia,11,594,2.0,995.0
Iraq,2023-03-02,2465545,0,25375.0,0.0,2439495.0,0,675.0,21,19544451.0,42164965,Asia,17,"1,662",2.0,16.0
Iraq,2023-03-03,2465545,0,25375.0,0.0,2439495.0,0,675.0,21,19544451.0,42164965,Asia,17,"1,662",2.0,16.0
Iraq,2023-03-04,2465545,0,25375.0,0.0,2439495.0,0,675.0,21,19544451.0,42164965,Asia,17,"1,662",2.0,16.0
Iraq,2023-03-05,2465545,0,25375.0,0.0,2439495.0,0,675.0,21,19544451.0,42164965,Asia,17,"1,662",2.0,16.0
Iraq,2023-03-06,2465545,0,25375.0,0.0,2439495.0,0,675.0,21,19544451.0,42164965,Asia,17,"1,662",2.0,16.0
Ireland,2023-03-02,1703850,0,8691.0,0.0,1692127.0,0,3032.0,13,13031576.0,5020199,Europe,3,578,0.0,604.0
Ireland,2023-03-03,1703850,0,8691.0,0.0,1692614.0,486,2545.0,12,13033385.0,5020199,Europe,3,578,0.0,507.0
Ireland,2023-03-04,1703850,0,8691.0,0.0,1692614.0,0,2545.0,12,13033385.0,5020199,Europe,3,578,0.0,507.0
Ireland,2023-03-05,1703850,0,8691.0,0.0,1692850.0,240,2309.0,12,13033385.0,5020199,Europe,3,578,0.0,460.0
Ireland,2023-03-06,1703850,0,8691.0,0.0,1692865.0,11,2294.0,12,13033385.0,5020199,Europe,3,578,0.0,457.0
Israel,2023-03-02,4800397,757,12303.0,11.0,4781249.0,0,6845.0,57,41373364.0,9326000,Asia,2,758,0.0,734.0
Israel,2023-03-03,4800913,516,12303.0,0.0,4781252.0,0,7358.0,57,41373364.0,9326000,Asia,2,758,0.0,789.0
Israel,2023-03-04,4801230,317,12303.0,0.0,4781252.0,0,7675.0,57,41373364.0,9326000,Asia,2,758,0.0,823.0
Israel,2023-03-05,4801511,281,12307.0,4.0,4781249.0,0,7955.0,57,41373364.0,9326000,Asia,2,758,0.0,853.0
Israel,2023-03-06,4801511,0,12307.0,0.0,4781249.0,0,7955.0,57,41373364.0,9326000,Asia,2,758,0.0,853.0
Italy,2023-03-02,25603510,3497,188322.0,28.0,25267122.0,3435,148066.0,137,268196399.0,60262770,Europe,2,320,0.0,2457.0
Italy,2023-03-03,25603510,0,188322.0,0.0,25267122.0,0,148066.0,137,268196399.0,60262770,Europe,2,320,0.0,2457.0
Italy,2023-03-04,25603510,0,188322.0,0.0,25267122.0,0,148066.0,137,268196399.0,60262770,Europe,2,320,0.0,2457.0
Italy,2023-03-05,25603510,0,188322.0,0.0,25267122.0,0,148066.0,137,268196399.0,60262770,Europe,2,320,0.0,2457.0
Italy,2023-03-06,25603510,0,188322.0,0.0,25267122.0,0,148066.0,137,268196399.0,60262770,Europe,2,320,0.0,2457.0
Ivory Coast,2023-03-02,88208,0,834.0,0.0,87346.0,0,28.0,0,1679087.0,27742298,Africa,315,"33,264",17.0,1.0
Ivory Coast,2023-03-03,88231,23,834.0,0.0,87369.0,21,28.0,0,1679900.0,27742298,Africa,314,"33,264",17.0,1.0
Ivory Coast,2023-03-04,88240,9,834.0,0.0,87378.0,12,28.0,0,1680188.0,27742298,Africa,314,"33,264",17.0,1.0
Ivory Coast,2023-03-05,88240,0,834.0,0.0,87378.0,0,28.0,0,1680188.0,27742298,Africa,314,"33,264",17.0,1.0
Ivory Coast,2023-03-06,88240,0,834.0,0.0,87378.0,0,28.0,0,1680188.0,27742298,Africa,314,"33,264",17.0,1.0
Jamaica,2023-03-02,154196,0,3502.0,0.0,102392.0,0,48302.0,0,1183986.0,2985094,North America,19,852,3.0,16181.0
Jamaica,2023-03-03,154196,0,3502.0,0.0,102392.0,0,48302.0,0,1183986.0,2985094,North America,19,852,3.0,16181.0
Jamaica,2023-03-04,154196,0,3502.0,0.0,102392.0,0,48302.0,0,1183986.0,2985094,North America,19,852,3.0,16181.0
Jamaica,2023-03-05,154196,0,3502.0,0.0,102392.0,0,48302.0,0,1183986.0,2985094,North America,19,852,3.0,16181.0
Jamaica,2023-03-06,154196,0,3502.0,0.0,102392.0,0,48302.0,0,1183986.0,2985094,North America,19,852,3.0,16181.0
Japan,2023-03-02,33230544,11506,72573.0,87.0,21687805.0,2053,11470166.0,141,95386077.0,125584838,Asia,4,"1,730",1.0,91334.0
Japan,2023-03-03,33241066,10522,72640.0,67.0,21689344.0,1538,11479082.0,130,95481075.0,125584838,Asia,4,"1,729",1.0,91405.0
Japan,2023-03-04,33251497,10431,72721.0,81.0,21692661.0,3387,11486115.0,131,95589075.0,125584838,Asia,4,"1,727",1.0,91461.0
Japan,2023-03-05,33260228,8731,72771.0,50.0,21693305.0,640,11494152.0,132,95633415.0,125584838,Asia,4,"1,726",1.0,91525.0
Japan,2023-03-06,33260228,0,72771.0,0.0,21693305.0,0,11494152.0,132,95633415.0,125584838,Asia,4,"1,726",1.0,91525.0
Jordan,2023-03-02,1746997,0,14122.0,0.0,1731011.0,0,1864.0,59,17201885.0,10300869,Asia,6,729,1.0,181.0
Jordan,2023-03-03,1746997,0,14122.0,0.0,1731011.0,0,1864.0,59,17201885.0,10300869,Asia,6,729,1.0,181.0
Jordan,2023-03-04,1746997,0,14122.0,0.0,1731011.0,0,1864.0,59,17201885.0,10300869,Asia,6,729,1.0,181.0
Jordan,2023-03-05,1746997,0,14122.0,0.0,1731011.0,0,1864.0,59,17201885.0,10300869,Asia,6,729,1.0,181.0
Jordan,2023-03-06,1746997,0,14122.0,0.0,1731011.0,0,1864.0,59,17201885.0,10300869,Asia,6,729,1.0,181.0
Kazakhstan,2023-03-02,1408038,96,13846.0,0.0,1383015.0,0,11177.0,24,11575012.0,19205043,Asia,14,"1,387",2.0,582.0
Kazakhstan,2023-03-03,1408124,86,13846.0,0.0,1383024.0,0,11254.0,24,11575012.0,19205043,Asia,14,"1,387",2.0,586.0
Kazakhstan,2023-03-04,1408124,0,13846.0,0.0,1383024.0,0,11254.0,24,11575012.0,19205043,Asia,14,"1,387",2.0,586.0
Kazakhstan,2023-03-05,1408124,0,13846.0,0.0,1383024.0,0,11254.0,24,11575012.0,19205043,Asia,14,"1,387",2.0,586.0
Kazakhstan,2023-03-06,1408124,0,13846.0,0.0,1383024.0,0,11254.0,24,11575012.0,19205043,Asia,14,"1,387",2.0,586.0
Kenya,2023-03-02,342919,0,5688.0,0.0,337214.0,0,17.0,1,3967062.0,56215221,Africa,164,"9,883",14.0,0.3
Kenya,2023-03-03,342919,0,5688.0,0.0,337214.0,0,17.0,1,3967062.0,56215221,Africa,164,"9,883",14.0,0.3
Kenya,2023-03-04,342919,0,5688.0,0.0,337214.0,0,17.0,1,3967062.0,56215221,Africa,164,"9,883",14.0,0.3
Kenya,2023-03-05,342919,0,5688.0,0.0,337214.0,0,17.0,1,3967062.0,56215221,Africa,164,"9,883",14.0,0.3
Kenya,2023-03-06,342919,0,5688.0,0.0,337214.0,0,17.0,1,3967062.0,56215221,Africa,164,"9,883",14.0,0.3
Kuwait,2023-03-02,663456,0,2570.0,0.0,660238.0,0,648.0,0,8455743.0,4380326,Asia,7,"1,704",1.0,148.0
Kuwait,2023-03-03,663456,0,2570.0,0.0,660238.0,0,648.0,0,8455743.0,4380326,Asia,7,"1,704",1.0,148.0
Kuwait,2023-03-04,663456,0,2570.0,0.0,660238.0,0,648.0,0,8455743.0,4380326,Asia,7,"1,704",1.0,148.0
Kuwait,2023-03-05,663456,0,2570.0,0.0,660238.0,0,648.0,0,8455743.0,4380326,Asia,7,"1,704",1.0,148.0
Kuwait,2023-03-06,663456,0,2570.0,0.0,660238.0,0,648.0,0,8455743.0,4380326,Asia,7,"1,704",1.0,148.0
Kyrgyzstan,2023-03-02,206673,0,2991.0,0.0,196409.0,0,7273.0,131,1907195.0,6728271,Asia,33,"2,250",4.0,1081.0
Kyrgyzstan,2023-03-03,206673,0,2991.0,0.0,196409.0,0,7273.0,131,1907195.0,6728271,Asia,33,"2,250",4.0,1081.0
Kyrgyzstan,2023-03-04,206673,0,2991.0,0.0,196409.0,0,7273.0,131,1907195.0,6728271,Asia,33,"2,250",4.0,1081.0
Kyrgyzstan,2023-03-05,206673,0,2991.0,0.0,196409.0,0,7273.0,131,1907195.0,6728271,Asia,33,"2,250",4.0,1081.0
Kyrgyzstan,2023-03-06,206673,0,2991.0,0.0,196409.0,0,7273.0,131,1907195.0,6728271,Asia,33,"2,250",4.0,1081.0
Laos,2023-03-02,218017,2,758.0,0.0,7663.0,0,209596.0,0,1233207.0,7481023,Asia,34,"9,869",6.0,28017.0
Laos,2023-03-03,218017,0,758.0,0.0,7663.0,0,209596.0,0,1233207.0,7481023,Asia,34,"9,869",6.0,28017.0
Laos,2023-03-04,218019,2,758.0,0.0,7658.0,0,209603.0,0,1233207.0,7481023,Asia,34,"9,869",6.0,28018.0
Laos,2023-03-05,218020,1,758.0,0.0,7659.0,0,209603.0,0,1233207.0,7481023,Asia,34,"9,869",6.0,28018.0
Laos,2023-03-06,218020,0,758.0,0.0,7659.0,0,209603.0,0,1233207.0,7481023,Asia,34,"9,869",6.0,28018.0
