Country,Date,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalTests,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,Active Cases/1M pop
Latvia,2023-03-02,976051,20,6242.0,0.0,969485.0,18,324.0,13,7865040.0,1848837,Europe,2,296,0.0,175.0
Latvia,2023-03-03,976095,44,6244.0,2.0,969511.0,25,340.0,13,7865291.0,1848837,Europe,2,296,0.0,184.0
Latvia,2023-03-04,976095,0,6244.0,0.0,969511.0,0,340.0,13,7865291.0,1848837,Europe,2,296,0.0,184.0
Latvia,2023-03-05,976095,0,6244.0,0.0,969511.0,0,340.0,13,7865291.0,1848837,Europe,2,296,0.0,184.0
Latvia,2023-03-06,976095,0,6244.0,0.0,969511.0,0,340.0,13,7865291.0,1848837,Europe,2,296,0.0,184.0
Lebanon,2023-03-02,1232063,0,10832.0,0.0,1087587.0,0,133644.0,74,4795578.0,6684849,Asia,5,617,1.0,19992.0
Lebanon,2023-03-03,1232301,238,10835.0,3.0,1087589.0,0,133877.0,74,4795578.0,6684849,Asia,5,617,1.0,20027.0
Lebanon,2023-03-04,1232301,0,10835.0,0.0,1087589.0,0,133877.0,74,4795578.0,6684849,Asia,5,617,1.0,20027.0
Lebanon,2023-03-05,1232517,216,10840.0,5.0,1087586.0,0,134091.0,74,4795578.0,6684849,Asia,5,617,1.0,20059.0
Lebanon,2023-03-06,1232517,0,10840.0,0.0,1087586.0,0,134091.0,74,4795578.0,6684849,Asia,5,617,1.0,20059.0
Lesotho,2023-03-02,34790,0,723.0,0.0,25980.0,0,8087.0,0,431221.0,2175699,Africa,63,"3,009",5.0,3717.0
Lesotho,2023-03-03,34790,0,723.0,0.0,25980.0,0,8087.0,0,431221.0,2175699,Africa,63,"3,009",5.0,3717.0
Lesotho,2023-03-04,34790,0,723.0,0.0,25980.0,0,8087.0,0,431221.0,2175699,Africa,63,"3,009",5.0,3717.0
Lesotho,2023-03-05,34790,0,723.0,0.0,25980.0,0,8087.0,0,431221.0,2175699,Africa,63,"3,009",5.0,3717.0
Lesotho,2023-03-06,34790,0,723.0,0.0,25980.0,0,8087.0,0,431221.0,2175699,Africa,63,"3,009",5.0,3717.0
Liberia,2023-03-02,8090,0,295.0,0.0,7784.0,0,11.0,2,139824.0,5305117,Africa,656,"17,983",38.0,2.0
Liberia,2023-03-03,8090,0,295.0,0.0,7784.0,0,11.0,2,139824.0,5305117,Africa,656,"17,983",38.0,2.0
Liberia,2023-03-04,8090,0,295.0,0.0,7784.0,0,11.0,2,139824.0,5305117,Africa,656,"17,983",38.0,2.0
Liberia,2023-03-05,8090,0,295.0,0.0,7784.0,0,11.0,2,139824.0,5305117,Africa,656,"17,983",38.0,2.0
Liberia,2023-03-06,8090,0,295.0,0.0,7784.0,0,11.0,2,139824.0,5305117,Africa,656,"17,983",38.0,2.0
Libya,2023-03-02,507174,0,6437.0,0.0,500734.0,0,3.0,0,2483676.0,7040745,Africa,14,"1,094",3.0,0.4
Libya,2023-03-03,507174,0,6437.0,0.0,500734.0,0,3.0,0,2483676.0,7040745,Africa,14,"1,094",3.0,0.4
Libya,2023-03-04,507174,0,6437.0,0.0,500734.0,0,3.0,0,2483676.0,7040745,Africa,14,"1,094",3.0,0.4
Libya,2023-03-05,507174,0,6437.0,0.0,500734.0,0,3.0,0,2483676.0,7040745,Africa,14,"1,094",3.0,0.4
Libya,2023-03-06,507174,0,6437.0,0.0,500734.0,0,3.0,0,2483676.0,7040745,Africa,14,"1,094",3.0,0.4
Lithuania,2023-03-02,1305568,390,9589.0,0.0,1290062.0,335,5917.0,6,10380567.0,2661708,Europe,2,278,0.0,2223.0
Lithuania,2023-03-03,1305902,334,9590.0,1.0,1290366.0,303,5946.0,7,10381848.0,2661708,Europe,2,278,0.0,2234.0
Lithuania,2023-03-04,1306276,351,9594.0,1.0,1290411.0,46,6271.0,7,10381848.0,2661708,Europe,2,277,0.0,2356.0
Lithuania,2023-03-05,1306327,51,9594.0,0.0,1290462.0,49,6271.0,7,10381848.0,2661708,Europe,2,277,0.0,2356.0
Lithuania,2023-03-06,1306327,0,9594.0,0.0,1290462.0,0,6271.0,7,10381848.0,2661708,Europe,2,277,0.0,2356.0
Madagascar,2023-03-02,67865,0,1422.0,0.0,66434.0,0,9.0,0,525461.0,29178077,Africa,430,"20,519",56.0,0.3
Madagascar,2023-03-03,67865,0,1422.0,0.0,66434.0,0,9.0,0,525461.0,29178077,Africa,430,"20,519",56.0,0.3
Madagascar,2023-03-04,67865,0,1422.0,0.0,66434.0,0,9.0,0,525461.0,29178077,Africa,430,"20,519",56.0,0.3
Madagascar,2023-03-05,67889,24,1423.0,1.0,66446.0,12,20.0,0,526651.0,29178077,Africa,430,"20,505",55.0,0.7
Madagascar,2023-03-06,67889,0,1423.0,0.0,66446.0,0,20.0,0,526651.0,29178077,Africa,430,"20,505",55.0,0.7
Malawi,2023-03-02,88702,0,2686.0,0.0,85572.0,0,444.0,67,624784.0,20180839,Africa,228,"7,513",32.0,22.0
Malawi,2023-03-03,88702,0,2686.0,0.0,85572.0,0,444.0,67,624784.0,20180839,Africa,228,"7,513",32.0,22.0
Malawi,2023-03-04,88702,0,2686.0,0.0,85572.0,0,444.0,67,624784.0,20180839,Africa,228,"7,513",32.0,22.0
Malawi,2023-03-05,88702,0,2686.0,0.0,85572.0,0,444.0,67,624784.0,20180839,Africa,228,"7,513",32.0,22.0
Malawi,2023-03-06,88702,0,2686.0,0.0,85572.0,0,444.0,67,624784.0,20180839,Africa,228,"7,513",32.0,22.0
Malaysia,2023-03-02,5043252,244,36965.0,5.0,4996830.0,0,9457.0,7,68217426.0,33181072,Asia,7,898,0.0,285.0
Malaysia,2023-03-03,5043456,204,36965.0,0.0,4997233.0,426,9258.0,6,68236549.0,33181072,Asia,7,898,0.0,279.0
Malaysia,2023-03-04,5043626,170,36965.0,0.0,4997437.0,178,9224.0,4,68255672.0,33181072,Asia,7,898,0.0,278.0
Malaysia,2023-03-05,5043790,164,36966.0,1.0,4997633.0,198,9191.0,4,68255672.0,33181072,Asia,7,898,0.0,277.0
Malaysia,2023-03-06,5043790,0,36966.0,0.0,4997633.0,0,9191.0,4,68255672.0,33181072,Asia,7,898,0.0,277.0
Mali,2023-03-02,33045,11,743.0,0.0,32130.0,19,172.0,0,796192.0,21473764,Africa,650,"28,901",27.0,8.0
Mali,2023-03-03,33051,6,743.0,0.0,32136.0,15,172.0,0,796406.0,21473764,Africa,650,"28,901",27.0,8.0
Mali,2023-03-04,33051,0,743.0,0.0,32136.0,0,172.0,0,796406.0,21473764,Africa,650,"28,901",27.0,8.0
Mali,2023-03-05,33053,2,743.0,0.0,32160.0,5,150.0,0,796609.0,21473764,Africa,650,"28,901",27.0,7.0
Mali,2023-03-06,33053,0,743.0,0.0,32160.0,0,150.0,0,796609.0,21473764,Africa,650,"28,901",27.0,7.0
Mauritania,2023-03-02,63668,0,997.0,0.0,62441.0,0,230.0,0,1009957.0,4901981,Africa,77,"4,917",5.0,47.0
Mauritania,2023-03-03,63668,0,997.0,0.0,62441.0,0,230.0,0,1009957.0,4901981,Africa,77,"4,917",5.0,47.0
Mauritania,2023-03-04,63668,0,997.0,0.0,62441.0,0,230.0,0,1009957.0,4901981,Africa,77,"4,917",5.0,47.0
Mauritania,2023-03-05,63668,0,997.0,0.0,62441.0,0,230.0,0,1009957.0,4901981,Africa,77,"4,917",5.0,47.0
Mauritania,2023-03-06,63668,0,997.0,0.0,62441.0,0,230.0,0,1009957.0,4901981,Africa,77,"4,917",5.0,47.0
Mauritius,2023-03-02,41717,0,1043.0,0.0,40012.0,0,662.0,0,358675.0,1274727,Africa,31,"1,222",4.0,519.0
Mauritius,2023-03-03,41752,35,1043.0,0.0,40030.0,18,679.0,0,358675.0,1274727,Africa,31,"1,222",4.0,533.0
Mauritius,2023-03-04,41752,0,1043.0,0.0,40030.0,0,679.0,0,358675.0,1274727,Africa,31,"1,222",4.0,533.0
Mauritius,2023-03-05,41752,0,1043.0,0.0,40030.0,0,679.0,0,358675.0,1274727,Africa,31,"1,222",4.0,533.0
Mauritius,2023-03-06,41752,0,1043.0,0.0,40030.0,0,679.0,0,358675.0,1274727,Africa,31,"1,222",4.0,533.0
Mexico,2023-03-02,7459860,8431,333038.0,50.0,6696875.0,5957,429947.0,0,19572325.0,131562772,North America,18,395,7.0,3268.0
Mexico,2023-03-03,7459860,0,333038.0,0.0,6696875.0,0,429947.0,0,19572325.0,131562772,North America,18,395,7.0,3268.0
Mexico,2023-03-04,7470128,10268,333096.0,58.0,6703796.0,6988,433236.0,0,19572325.0,131562772,North America,18,395,7.0,3293.0
Mexico,2023-03-05,7470128,0,333096.0,0.0,6703796.0,0,433236.0,0,19572325.0,131562772,North America,18,395,7.0,3293.0
Mexico,2023-03-06,7470128,0,333096.0,0.0,6703796.0,0,433236.0,0,19572325.0,131562772,North America,18,395,7.0,3293.0
Moldova,2023-03-02,607450,0,11988.0,0.0,504142.0,0,91320.0,49,3216305.0,4013171,Europe,7,335,1.0,22755.0
Moldova,2023-03-03,607450,0,11988.0,0.0,504142.0,0,91320.0,49,3216305.0,4013171,Europe,7,335,1.0,22755.0
Moldova,2023-03-04,607450,0,11988.0,0.0,504142.0,0,91320.0,49,3216305.0,4013171,Europe,7,335,1.0,22755.0
Moldova,2023-03-05,607450,0,11988.0,0.0,504142.0,0,91320.0,49,3216305.0,4013171,Europe,7,335,1.0,22755.0
Moldova,2023-03-06,607450,0,11988.0,0.0,504142.0,0,91320.0,49,3216305.0,4013171,Europe,7,335,1.0,22755.0
Mongolia,2023-03-02,1007897,0,2179.0,0.0,1005711.0,0,7.0,192,4030048.0,3378078,Asia,3,"1,550",1.0,2.0
Mongolia,2023-03-03,1007897,0,2179.0,0.0,1005716.0,5,2.0,192,4030048.0,3378078,Asia,3,"1,550",1.0,0.6
Mongolia,2023-03-04,1007897,0,2179.0,0.0,1005716.0,0,2.0,192,4030048.0,3378078,Asia,3,"1,550",1.0,0.6
Mongolia,2023-03-05,1007897,0,2179.0,0.0,1005716.0,0,2.0,192,4030048.0,3378078,Asia,3,"1,550",1.0,0.6
Mongolia,2023-03-06,1007897,0,2179.0,0.0,1005716.0,0,2.0,192,4030048.0,3378078,Asia,3,"1,550",1.0,0.6
Morocco,2023-03-02,1272471,12,16296.0,0.0,1256099.0,7,76.0,3,12987287.0,37772756,Africa,30,"2,318",3.0,2.0
Morocco,2023-03-03,1272477,6,16296.0,0.0,1256105.0,15,76.0,3,12988810.0,37772756,Africa,30,"2,318",3.0,2.0
Morocco,2023-03-04,1272486,9,16296.0,0.0,1256114.0,5,76.0,3,12989908.0,37772756,Africa,30,"2,318",3.0,2.0
Morocco,2023-03-05,1272487,1,16296.0,0.0,1256153.0,17,38.0,3,12991937.0,37772756,Africa,30,"2,318",3.0,1.0
Morocco,2023-03-06,1272487,0,16296.0,0.0,1256153.0,0,38.0,3,12991937.0,37772756,Africa,30,"2,318",3.0,1.0
Mozambique,2023-03-02,233098,0,2242.0,0.0,228804.0,0,2052.0,11,1371127.0,33089461,Africa,142,"14,759",24.0,62.0
Mozambique,2023-03-03,233098,0,2242.0,0.0,228804.0,0,2052.0,11,1371127.0,33089461,Africa,142,"14,759",24.0,62.0
Mozambique,2023-03-04,233098,0,2242.0,0.0,228804.0,0,2052.0,11,1371127.0,33089461,Africa,142,"14,759",24.0,62.0
Mozambique,2023-03-05,233098,0,2242.0,0.0,228804.0,0,2052.0,11,1371127.0,33089461,Africa,142,"14,759",24.0,62.0
Mozambique,2023-03-06,233098,0,2242.0,0.0,228804.0,0,2052.0,11,1371127.0,33089461,Africa,142,"14,759",24.0,62.0
Myanmar,2023-03-02,633935,10,19490.0,0.0,614401.0,1,44.0,0,10061205.0,55227143,Asia,87,"2,834",5.0,0.8
Myanmar,2023-03-03,633935,0,19490.0,0.0,614401.0,1,44.0,0,10064165.0,55227143,Asia,87,"2,834",5.0,0.8
Myanmar,2023-03-04,633945,10,19490.0,0.0,614411.0,7,44.0,0,10068417.0,55227143,Asia,87,"2,834",5.0,0.8
Myanmar,2023-03-05,633946,1,19490.0,0.0,614412.0,1,44.0,0,10071815.0,55227143,Asia,87,"2,834",5.0,0.8
Myanmar,2023-03-06,633946,0,19490.0,0.0,614412.0,0,44.0,0,10071815.0,55227143,Asia,87,"2,834",5.0,0.8
Namibia,2023-03-02,171156,0,4090.0,0.0,166776.0,0,290.0,0,1062663.0,2633874,Africa,15,644,2.0,110.0
Namibia,2023-03-03,171156,0,4090.0,0.0,166776.0,0,290.0,0,1062663.0,2633874,Africa,15,644,2.0,110.0
Namibia,2023-03-04,171156,0,4090.0,0.0,166776.0,0,290.0,0,1062663.0,2633874,Africa,15,644,2.0,110.0
Namibia,2023-03-05,171156,0,4090.0,0.0,166776.0,0,290.0,0,1062663.0,2633874,Africa,15,644,2.0,110.0
Namibia,2023-03-06,171156,0,4090.0,0.0,166776.0,0,290.0,0,1062663.0,2633874,Africa,15,644,2.0,110.0
Nepal,2023-03-02,1001149,1,12020.0,0.0,989120.0,3,9.0,0,6013833.0,30225582,Asia,30,"2,515",5.0,0.3
Nepal,2023-03-03,1001149,0,12020.0,0.0,989120.0,1,9.0,0,6013947.0,30225582,Asia,30,"2,515",5.0,0.3
Nepal,2023-03-04,1001149,0,12020.0,0.0,989123.0,1,6.0,0,6013984.0,30225582,Asia,30,"2,515",5.0,0.2
Nepal,2023-03-05,1001149,0,12020.0,0.0,989123.0,1,6.0,0,6014248.0,30225582,Asia,30,"2,515",5.0,0.2
Nepal,2023-03-06,1001149,0,12020.0,0.0,989123.0,0,6.0,0,6014248.0,30225582,Asia,30,"2,515",5.0,0.2
Netherlands,2023-03-02,8597625,619,22992.0,0.0,8559005.0,186,15628.0,53,25984435.0,17211447,Europe,2,749,1.0,908.0
Netherlands,2023-03-03,8598182,557,22992.0,0.0,8559872.0,862,15318.0,53,25984435.0,17211447,Europe,2,749,1.0,890.0
Netherlands,2023-03-04,8598182,0,22992.0,0.0,8559872.0,0,15318.0,53,25984435.0,17211447,Europe,2,749,1.0,890.0
Netherlands,2023-03-05,8598182,0,22992.0,0.0,8560302.0,432,14888.0,53,25984435.0,17211447,Europe,2,749,1.0,865.0
Netherlands,2023-03-06,8598182,0,22992.0,0.0,8560681.0,381,14509.0,53,25984435.0,17211447,Europe,2,749,1.0,843.0
New Zealand,2023-03-02,2216852,0,3904.0,0.0,2205356.0,0,7592.0,0,7768604.0,4898203,Australia/Oceania,2,"1,255",1.0,1550.0
New Zealand,2023-03-03,2216852,0,3904.0,0.0,2205356.0,0,7592.0,0,7768604.0,4898203,Australia/Oceania,2,"1,255",1.0,1550.0
New Zealand,2023-03-04,2216852,0,3904.0,0.0,2205356.0,0,7592.0,0,7768604.0,4898203,Australia/Oceania,2,"1,255",1.0,1550.0
New Zealand,2023-03-05,2216852,0,3904.0,0.0,2205356.0,0,7592.0,0,7768604.0,4898203,Australia/Oceania,2,"1,255",1.0,1550.0
New Zealand,2023-03-06,2216852,0,3904.0,0.0,2205356.0,0,7592.0,0,7768604.0,4898203,Australia/Oceania,2,"1,255",1.0,1550.0
Nicaragua,2023-03-02,18491,0,225.0,0.0,4226.0,0,14040.0,0,,6779100,North America,367,"30,129",,2071.0
Nicaragua,2023-03-03,18491,0,225.0,0.0,4226.0,0,14040.0,0,,6779100,North America,367,"30,129",,2071.0
Nicaragua,2023-03-04,18491,0,225.0,0.0,4226.0,0,14040.0,0,,6779100,North America,367,"30,129",,2071.0
Nicaragua,2023-03-05,18491,0,225.0,0.0,4226.0,0,14040.0,0,,6779100,North America,367,"30,129",,2071.0
Nicaragua,2023-03-06,18491,0,225.0,0.0,4226.0,0,14040.0,0,,6779100,North America,367,"30,129",,2071.0
Niger,2023-03-02,9931,0,312.0,0.0,8889.0,0,730.0,1,254538.0,26083660,Africa,"2,626","83,601",102.0,28.0
Niger,2023-03-03,9931,0,312.0,0.0,8889.0,0,730.0,1,254538.0,26083660,Africa,"2,626","83,601",102.0,28.0
Niger,2023-03-04,9931,0,312.0,0.0,8889.0,0,730.0,1,254538.0,26083660,Africa,"2,626","83,601",102.0,28.0
Niger,2023-03-05,9931,0,312.0,0.0,8889.0,0,730.0,1,254538.0,26083660,Africa,"2,626","83,601",102.0,28.0
Niger,2023-03-06,9931,0,312.0,0.0,8889.0,0,730.0,1,254538.0,26083660,Africa,"2,626","83,601",102.0,28.0
Nigeria,2023-03-02,266598,0,3155.0,0.0,259975.0,0,3468.0,11,5708974.0,216746934,Africa,813,"68,700",38.0,16.0
Nigeria,2023-03-03,266598,0,3155.0,0.0,259975.0,0,3468.0,11,5708974.0,216746934,Africa,813,"68,700",38.0,16.0
Nigeria,2023-03-04,266598,0,3155.0,0.0,259975.0,0,3468.0,11,5708974.0,216746934,Africa,813,"68,700",38.0,16.0
Nigeria,2023-03-05,266598,0,3155.0,0.0,259975.0,0,3468.0,11,5708974.0,216746934,Africa,813,"68,700",38.0,16.0
Nigeria,2023-03-06,266598,0,3155.0,0.0,259975.0,0,3468.0,11,5708974.0,216746934,Africa,813,"68,700",38.0,16.0
North Macedonia,2023-03-02,346852,0,9662.0,0.0,337067.0,0,123.0,0,2226216.0,2081304,Europe,6,215,1.0,59.0
North Macedonia,2023-03-03,346852,0,9662.0,0.0,337067.0,0,123.0,0,2226216.0,2081304,Europe,6,215,1.0,59.0
North Macedonia,2023-03-04,346852,0,9662.0,0.0,337067.0,0,123.0,0,2226216.0,2081304,Europe,6,215,1.0,59.0
North Macedonia,2023-03-05,346852,0,9662.0,0.0,337067.0,0,123.0,0,2226216.0,2081304,Europe,6,215,1.0,59.0
North Macedonia,2023-03-06,346852,0,9662.0,0.0,337067.0,0,123.0,0,2226216.0,2081304,Europe,6,215,1.0,59.0
Norway,2023-03-02,1479149,62,5213.0,0.0,1473258.0,0,678.0,20,11002430.0,5511370,Europe,4,"1,057",1.0,123.0
Norway,2023-03-03,1479208,59,5213.0,0.0,1473279.0,17,716.0,20,11002430.0,5511370,Europe,4,"1,057",1.0,130.0
Norway,2023-03-04,1479235,27,5213.0,0.0,1473322.0,47,700.0,20,11002430.0,5511370,Europe,4,"1,057",1.0,127.0
Norway,2023-03-05,1479259,24,5213.0,0.0,1473374.0,48,672.0,20,11002430.0,5511370,Europe,4,"1,057",1.0,122.0
Norway,2023-03-06,1479259,0,5213.0,0.0,1473374.0,0,672.0,20,11002430.0,5511370,Europe,4,"1,057",1.0,122.0
Oman,2023-03-02,399449,0,4628.0,0.0,384668.0,0,10153.0,2,25000000.0,5323993,Asia,13,"1,150",0.0,1907.0
Oman,2023-03-03,399449,0,4628.0,0.0,384668.0,0,10153.0,2,25000000.0,5323993,Asia,13,"1,150",0.0,1907.0
Oman,2023-03-04,399449,0,4628.0,0.0,384668.0,0,10153.0,2,25000000.0,5323993,Asia,13,"1,150",0.0,1907.0
Oman,2023-03-05,399449,0,4628.0,0.0,384668.0,0,10153.0,2,25000000.0,5323993,Asia,13,"1,150",0.0,1907.0
Oman,2023-03-06,399449,0,4628.0,0.0,384668.0,0,10153.0,2,25000000.0,5323993,Asia,13,"1,150",0.0,1907.0
Pakistan,2023-03-02,1577031,32,30643.0,0.0,1538585.0,0,7803.0,12,30570862.0,229488994,Asia,146,"7,489",8.0,34.0
Pakistan,2023-03-03,1577073,42,30643.0,0.0,1538627.0,0,7803.0,8,30570862.0,229488994,Asia,146,"7,489",8.0,34.0
Pakistan,2023-03-04,1577119,46,30643.0,0.0,1538673.0,0,7803.0,7,30570862.0,229488994,Asia,146,"7,489",8.0,34.0
Pakistan,2023-03-05,1577164,45,30643.0,0.0,1538718.0,0,7803.0,7,30570862.0,229488994,Asia,146,"7,489",8.0,34.0
Pakistan,2023-03-06,1577164,0,30643.0,0.0,1538718.0,0,7803.0,7,30570862.0,229488994,Asia,146,"7,489",8.0,34.0
Palestine,2023-03-02,621008,0,5404.0,0.0,615444.0,0,160.0,17,3078533.0,5345541,Asia,9,989,2.0,30.0
Palestine,2023-03-03,621008,0,5404.0,0.0,615444.0,0,160.0,17,3078533.0,5345541,Asia,9,989,2.0,30.0
Palestine,2023-03-04,621008,0,5404.0,0.0,615444.0,0,160.0,17,3078533.0,5345541,Asia,9,989,2.0,30.0
Palestine,2023-03-05,621008,0,5404.0,0.0,615444.0,0,160.0,17,3078533.0,5345541,Asia,9,989,2.0,30.0
Palestine,2023-03-06,621008,0,5404.0,0.0,615444.0,0,160.0,17,3078533.0,5345541,Asia,9,989,2.0,30.0
Panama,2023-03-02,1031273,0,8604.0,0.0,1022300.0,0,369.0,16,7532271.0,4446964,North America,4,517,1.0,83.0
Panama,2023-03-03,1031273,0,8604.0,0.0,1022300.0,0,369.0,16,7532271.0,4446964,North America,4,517,1.0,83.0
Panama,2023-03-04,1031273,0,8604.0,0.0,1022300.0,0,369.0,16,7532271.0,4446964,North America,4,517,1.0,83.0
Panama,2023-03-05,1031273,0,8604.0,0.0,1022300.0,0,369.0,16,7532271.0,4446964,North America,4,517,1.0,83.0
Panama,2023-03-06,1031273,0,8604.0,0.0,1022300.0,0,369.0,16,7532271.0,4446964,North America,4,517,1.0,83.0
Papua New Guinea,2023-03-02,46809,0,670.0,0.0,43983.0,0,2156.0,7,249149.0,9292169,Australia/Oceania,199,"13,869",37.0,232.0
Papua New Guinea,2023-03-03,46809,0,670.0,0.0,43983.0,0,2156.0,7,249149.0,9292169,Australia/Oceania,199,"13,869",37.0,232.0
Papua New Guinea,2023-03-04,46809,0,670.0,0.0,43983.0,0,2156.0,7,249149.0,9292169,Australia/Oceania,199,"13,869",37.0,232.0
Papua New Guinea,2023-03-05,46809,0,670.0,0.0,43983.0,0,2156.0,7,249149.0,9292169,Australia/Oceania,199,"13,869",37.0,232.0
Papua New Guinea,2023-03-06,46809,0,670.0,0.0,43983.0,0,2156.0,7,249149.0,9292169,Australia/Oceania,199,"13,869",37.0,232.0
Paraguay,2023-03-02,808327,0,19870.0,0.0,698318.0,0,90139.0,7,2657506.0,7305843,South America,9,368,3.0,12338.0
Paraguay,2023-03-03,808401,74,19878.0,8.0,698318.0,0,90205.0,7,2657506.0,7305843,South America,9,368,3.0,12347.0
Paraguay,2023-03-04,808401,0,19878.0,0.0,698318.0,0,90205.0,7,2657506.0,7305843,South America,9,368,3.0,12347.0
Paraguay,2023-03-05,808401,0,19878.0,0.0,698318.0,0,90205.0,7,2657506.0,7305843,South America,9,368,3.0,12347.0
Paraguay,2023-03-06,808401,0,19878.0,0.0,698318.0,0,90205.0,7,2657506.0,7305843,South America,9,368,3.0,12347.0
Peru,2023-03-02,4486282,248,219448.0,9.0,4264914.0,325,1920.0,36,38053752.0,33684208,South America,8,153,1.0,57.0
Peru,2023-03-03,4486453,171,219478.0,30.0,4265089.0,160,1886.0,35,38065549.0,33684208,South America,8,153,1.0,56.0
Peru,2023-03-04,4486665,212,219485.0,7.0,4265159.0,90,2021.0,34,38078495.0,33684208,South America,8,153,1.0,60.0
Peru,2023-03-05,4486832,167,219493.0,8.0,4265284.0,111,2055.0,33,38089514.0,33684208,South America,8,153,1.0,61.0
Peru,2023-03-06,4486832,0,219493.0,0.0,4265284.0,0,2055.0,33,38089514.0,33684208,South America,8,153,1.0,61.0
Philippines,2023-03-02,4076562,158,66126.0,8.0,4001098.0,66,9338.0,162,34611586.0,112508994,Asia,28,"1,701",3.0,83.0
Philippines,2023-03-03,4076704,142,66133.0,7.0,4001233.0,80,9338.0,162,34621433.0,112508994,Asia,28,"1,701",3.0,83.0
Philippines,2023-03-04,4076858,162,66143.0,10.0,4001714.0,449,9001.0,162,34629611.0,112508994,Asia,28,"1,701",3.0,80.0
Philippines,2023-03-05,4077002,144,66153.0,10.0,4001961.0,241,8888.0,162,34637220.0,112508994,Asia,28,"1,701",3.0,79.0
Philippines,2023-03-06,4077002,0,66153.0,0.0,4001961.0,0,8888.0,162,34637220.0,112508994,Asia,28,"1,701",3.0,79.0
Poland,2023-03-02,6425492,3028,118924.0,26.0,5335938.0,0,970630.0,696,38288150.0,37739785,Europe,6,317,1.0,25719.0
Poland,2023-03-03,6428783,3291,118941.0,17.0,5335929.0,0,973913.0,696,38297715.0,37739785,Europe,6,317,1.0,25806.0
Poland,2023-03-04,6431888,3112,118952.0,11.0,5335928.0,0,977008.0,696,38306928.0,37739785,Europe,6,317,1.0,25888.0
Poland,2023-03-05,6432315,427,118952.0,0.0,5335940.0,0,977423.0,696,38309361.0,37739785,Europe,6,317,1.0,25899.0
Poland,2023-03-06,6432315,0,118952.0,0.0,5335940.0,0,977423.0,696,38309361.0,37739785,Europe,6,317,1.0,25899.0
Portugal,2023-03-02,5568084,0,26180.0,0.0,5537726.0,0,4178.0,61,45980330.0,10140570,Europe,2,387,0.0,412.0
Portugal,2023-03-03,5568084,0,26180.0,0.0,5538071.0,347,3833.0,61,45980330.0,10140570,Europe,2,387,0.0,378.0
Portugal,2023-03-04,5568084,0,26180.0,0.0,5538071.0,0,3833.0,61,45980330.0,10140570,Europe,2,387,0.0,378.0
Portugal,2023-03-05,5568084,0,26180.0,0.0,5538071.0,0,3833.0,61,45980330.0,10140570,Europe,2,387,0.0,378.0
Portugal,2023-03-06,5568084,0,26180.0,0.0,5538071.0,0,3833.0,61,45980330.0,10140570,Europe,2,387,0.0,378.0
Qatar,2023-03-02,494377,106,686.0,0.0,493226.0,87,465.0,32,4065369.0,2979915,Asia,6,"4,344",1.0,156.0
Qatar,2023-03-03,494377,0,686.0,0.0,493226.0,0,465.0,32,4065369.0,2979915,Asia,6,"4,344",1.0,156.0
Qatar,2023-03-04,494377,0,686.0,0.0,493226.0,0,465.0,32,4065369.0,2979915,Asia,6,"4,344",1.0,156.0
Qatar,2023-03-05,494522,145,687.0,1.0,493436.0,210,399.0,32,4065369.0,2979915,Asia,6,"4,338",1.0,134.0
Qatar,2023-03-06,494522,0,687.0,0.0,493436.0,0,399.0,32,4065369.0,2979915,Asia,6,"4,338",1.0,134.0
Romania,2023-03-02,3340342,0,67704.0,0.0,3263294.0,0,9344.0,115,26676248.0,19031335,Europe,6,281,1.0,491.0
Romania,2023-03-03,3340342,0,67704.0,0.0,3263294.0,0,9344.0,115,26676248.0,19031335,Europe,6,281,1.0,491.0
Romania,2023-03-04,3340342,0,67704.0,0.0,3263294.0,0,9344.0,115,26676248.0,19031335,Europe,6,281,1.0,491.0
Romania,2023-03-05,3340342,0,67704.0,0.0,3263294.0,0,9344.0,115,26676248.0,19031335,Europe,6,281,1.0,491.0
Romania,2023-03-06,3340342,0,67704.0,0.0,3263294.0,0,9344.0,115,26676248.0,19031335,Europe,6,281,1.0,491.0
Russia,2023-03-02,22300004,14096,396176.0,39.0,21645314.0,13937,258514.0,0,273400000.0,145805947,Europe,7,368,1.0,1773.0
Russia,2023-03-03,22314520,14516,396216.0,40.0,21656874.0,11512,261430.0,0,273400000.0,145805947,Europe,7,368,1.0,1793.0
Russia,2023-03-04,22328569,14049,396255.0,39.0,21668259.0,11462,264055.0,0,273400000.0,145805947,Europe,7,368,1.0,1811.0
Russia,2023-03-05,22342128,13559,396298.0,43.0,21677255.0,8936,268575.0,0,273400000.0,145805947,Europe,7,368,1.0,1842.0
Russia,2023-03-06,22342128,0,396298.0,0.0,21677255.0,0,268575.0,0,273400000.0,145805947,Europe,7,368,1.0,1842.0
Rwanda,2023-03-02,133180,0,1468.0,0.0,131630.0,0,82.0,0,6021981.0,13600464,Africa,102,"9,265",2.0,6.0
Rwanda,2023-03-03,133180,0,1468.0,0.0,131630.0,0,82.0,0,6021981.0,13600464,Africa,102,"9,265",2.0,6.0
